Date,Time,Open,High,Low,Close,Tick volume
2025.01.17,11:30:00,1.03016,1.0303,1.03012,1.0303,336
2025.01.17,11:45:00,1.03031,1.03033,1.02999,1.03005,233
2025.01.17,12:00:00,1.03005,1.03009,1.0299,1.03002,196
2025.01.17,12:15:00,1.03002,1.03003,1.02977,1.0298,203
2025.01.17,12:30:00,1.0298,1.02983,1.02931,1.02931,305
2025.01.17,12:45:00,1.02931,1.02947,1.02918,1.02936,331
2025.01.17,13:00:00,1.02937,1.02951,1.02931,1.02936,344
2025.01.17,13:15:00,1.02937,1.02939,1.02902,1.02928,361
2025.01.17,13:30:00,1.02928,1.02935,1.02893,1.02894,566
2025.01.17,13:45:00,1.02894,1.02935,1.02874,1.02932,612
2025.01.17,14:00:00,1.02933,1.02938,1.02892,1.02892,521
2025.01.17,14:15:00,1.02891,1.02897,1.02851,1.02868,519
2025.01.17,14:30:00,1.02869,1.02897,1.02858,1.02877,434
2025.01.17,14:45:00,1.02878,1.02911,1.02862,1.02904,429
2025.01.17,15:00:00,1.02903,1.02909,1.02826,1.02838,1605
2025.01.17,15:15:00,1.02838,1.02848,1.028,1.02815,1159
2025.01.17,15:30:00,1.02815,1.02839,1.02776,1.02818,1170
2025.01.17,15:45:00,1.02818,1.0288,1.02818,1.02844,970
2025.01.17,16:00:00,1.02844,1.02919,1.02844,1.02903,1422
2025.01.17,16:15:00,1.02903,1.02954,1.02891,1.02933,1004
2025.01.17,16:30:00,1.02935,1.02986,1.0293,1.02959,1061
2025.01.17,16:45:00,1.02959,1.02979,1.02919,1.02969,1037
2025.01.17,17:00:00,1.02969,1.0304,1.0296,1.02984,1247
2025.01.17,17:15:00,1.02987,1.03005,1.02943,1.02987,1211
2025.01.17,17:30:00,1.02986,1.03009,1.02918,1.02924,1174
2025.01.17,17:45:00,1.02924,1.02981,1.02892,1.02964,1355
2025.01.17,18:00:00,1.02968,1.03007,1.02965,1.02974,1148
2025.01.17,18:15:00,1.02973,1.03045,1.02972,1.03043,787
2025.01.17,18:30:00,1.03042,1.03047,1.03004,1.03028,892
2025.01.17,18:45:00,1.03027,1.0306,1.03018,1.03036,902
2025.01.17,19:00:00,1.03037,1.03076,1.02992,1.03069,990
2025.01.17,19:15:00,1.03069,1.031,1.03049,1.03075,844
2025.01.17,19:30:00,1.03075,1.03082,1.03003,1.03008,809
2025.01.17,19:45:00,1.03007,1.0305,1.02989,1.03045,1042
2025.01.17,20:00:00,1.03045,1.03064,1.0296,1.0305,1198
2025.01.17,20:15:00,1.03051,1.03051,1.02995,1.03021,869
2025.01.17,20:30:00,1.0302,1.03058,1.02954,1.02956,1409
2025.01.17,20:45:00,1.02956,1.02987,1.02902,1.02929,1431
2025.01.17,21:00:00,1.0293,1.02995,1.02928,1.02967,1412
2025.01.17,21:15:00,1.02966,1.0297,1.02854,1.02862,1605
2025.01.17,21:30:00,1.02861,1.02961,1.02857,1.02953,2490
2025.01.17,21:45:00,1.02954,1.02965,1.02855,1.02901,1351
2025.01.17,22:00:00,1.02902,1.02903,1.02734,1.0274,1321
2025.01.17,22:15:00,1.02741,1.02795,1.02652,1.02792,2682
2025.01.17,22:30:00,1.02794,1.02931,1.02746,1.02844,3981
2025.01.17,22:45:00,1.02844,1.03023,1.02813,1.02985,2831
2025.01.17,23:00:00,1.02984,1.03306,1.02954,1.03238,4129
2025.01.17,23:15:00,1.03238,1.03252,1.03085,1.03144,3041
2025.01.17,23:30:00,1.03143,1.03145,1.02994,1.03061,2200
2025.01.17,23:45:00,1.03061,1.03109,1.02976,1.02989,2316
2025.01.18,00:00:00,1.02988,1.02989,1.02854,1.02904,1922
2025.01.18,00:15:00,1.02902,1.02941,1.02877,1.02938,1487
2025.01.18,00:30:00,1.02938,1.03003,1.02928,1.02985,1297
2025.01.18,00:45:00,1.02986,1.02992,1.02818,1.02861,1423
2025.01.18,01:00:00,1.02861,1.02897,1.02813,1.02882,1327
2025.01.18,01:15:00,1.02884,1.0291,1.02822,1.02835,1058
2025.01.18,01:30:00,1.02835,1.02871,1.02808,1.02821,1066
2025.01.18,01:45:00,1.0282,1.02839,1.02789,1.02807,781
2025.01.18,02:00:00,1.02806,1.02838,1.0279,1.02836,822
2025.01.18,02:15:00,1.02835,1.0292,1.02831,1.02847,777
2025.01.18,02:30:00,1.02846,1.02847,1.02804,1.02836,650
2025.01.18,02:45:00,1.02836,1.02846,1.028,1.0281,769
2025.01.18,03:00:00,1.02809,1.02841,1.02799,1.02815,681
2025.01.18,03:15:00,1.02815,1.02818,1.02755,1.02776,634
2025.01.18,03:30:00,1.02774,1.02785,1.02727,1.02753,575
2025.01.18,03:45:00,1.02754,1.02777,1.0274,1.02761,675
2025.01.18,04:00:00,1.02762,1.02787,1.02738,1.02746,894
2025.01.18,04:15:00,1.02745,1.02797,1.02737,1.02791,710
2025.01.18,04:30:00,1.02792,1.02815,1.02743,1.02772,517
2025.01.18,04:45:00,1.02771,1.02771,1.02742,1.02753,530
2025.01.18,05:00:00,1.02753,1.02753,1.027,1.02709,376
2025.01.18,05:15:00,1.02709,1.02724,1.0269,1.02719,261
2025.01.18,05:30:00,1.0272,1.02729,1.02706,1.02721,412
2025.01.18,05:45:00,1.02722,1.02726,1.02681,1.0271,595
2025.01.20,06:00:00,1.02792,1.02792,1.0275,1.02753,79
2025.01.20,06:15:00,1.02754,1.02763,1.02741,1.02747,37
2025.01.20,06:30:00,1.02746,1.02757,1.02733,1.02742,491
2025.01.20,06:45:00,1.02741,1.02812,1.02736,1.02773,759
2025.01.20,07:00:00,1.02775,1.02788,1.02704,1.0271,640
2025.01.20,07:15:00,1.02713,1.0272,1.02663,1.02683,431
2025.01.20,07:30:00,1.02684,1.02754,1.02681,1.0273,362
2025.01.20,07:45:00,1.02731,1.02807,1.02726,1.02804,434
2025.01.20,08:00:00,1.02805,1.02901,1.02782,1.02899,777
2025.01.20,08:15:00,1.02898,1.02899,1.02824,1.02828,650
2025.01.20,08:30:00,1.02828,1.02855,1.02828,1.02844,502
2025.01.20,08:45:00,1.02845,1.02871,1.02841,1.02865,565
2025.01.20,09:00:00,1.02864,1.02864,1.0282,1.02844,676
2025.01.20,09:15:00,1.02845,1.0285,1.02805,1.02819,518
2025.01.20,09:30:00,1.02819,1.0285,1.02791,1.0285,539
2025.01.20,09:45:00,1.02849,1.02929,1.02846,1.02906,853
2025.01.20,10:00:00,1.02905,1.02912,1.02873,1.02903,686
2025.01.20,10:15:00,1.02904,1.02915,1.02868,1.02874,414
2025.01.20,10:30:00,1.02874,1.02922,1.02872,1.02908,515
2025.01.20,10:45:00,1.02907,1.02913,1.02877,1.02909,526
2025.01.20,11:00:00,1.02908,1.02951,1.02908,1.02946,441
2025.01.20,11:15:00,1.02948,1.02961,1.0294,1.02955,381
2025.01.20,11:30:00,1.02955,1.03004,1.02954,1.0297,694
2025.01.20,11:45:00,1.02971,1.03064,1.02969,1.03062,727
2025.01.20,12:00:00,1.03063,1.03071,1.03032,1.03048,679
2025.01.20,12:15:00,1.03049,1.03057,1.0303,1.03035,396
2025.01.20,12:30:00,1.03034,1.03039,1.0302,1.03028,236
2025.01.20,12:45:00,1.03029,1.03043,1.03018,1.03042,238
2025.01.20,13:00:00,1.03043,1.03052,1.03028,1.03032,354
2025.01.20,13:15:00,1.03033,1.03036,1.03019,1.03029,330
2025.01.20,13:30:00,1.03028,1.03062,1.03021,1.03059,301
2025.01.20,13:45:00,1.03058,1.03063,1.03017,1.03024,365
2025.01.20,14:00:00,1.03024,1.03033,1.02994,1.03016,783
2025.01.20,14:15:00,1.03016,1.03062,1.03002,1.03062,445
2025.01.20,14:30:00,1.03062,1.03078,1.03024,1.03027,487
2025.01.20,14:45:00,1.03027,1.03188,1.03023,1.03103,997
2025.01.20,15:00:00,1.03103,1.03118,1.03067,1.03079,940
2025.01.20,15:15:00,1.03079,1.03126,1.03057,1.03102,780
2025.01.20,15:30:00,1.03106,1.03177,1.03076,1.03172,978
2025.01.20,15:45:00,1.03173,1.03184,1.03113,1.03167,1151
2025.01.20,16:00:00,1.03167,1.03175,1.03112,1.03147,1440
2025.01.20,16:15:00,1.03149,1.03162,1.03068,1.03092,1193
2025.01.20,16:30:00,1.031,1.03136,1.03072,1.03113,1297
2025.01.20,16:45:00,1.03113,1.03128,1.03072,1.03098,1093
2025.01.20,17:00:00,1.03097,1.03168,1.03095,1.03135,1470
2025.01.20,17:15:00,1.03134,1.03134,1.03055,1.03092,1170
2025.01.20,17:30:00,1.03092,1.03125,1.0305,1.03092,1358
2025.01.20,17:45:00,1.03094,1.03107,1.03051,1.03061,1136
2025.01.20,18:00:00,1.03062,1.03158,1.03062,1.03147,1259
2025.01.20,18:15:00,1.03148,1.03181,1.03133,1.03163,902
2025.01.20,18:30:00,1.03163,1.03223,1.03158,1.03178,920
2025.01.20,18:45:00,1.03177,1.03193,1.03123,1.03149,884
2025.01.20,19:00:00,1.0315,1.03234,1.0313,1.03228,898
2025.01.20,19:15:00,1.03226,1.03249,1.03181,1.03213,814
2025.01.20,19:30:00,1.03212,1.03222,1.0318,1.03222,846
2025.01.20,19:45:00,1.03224,1.03263,1.03213,1.0326,699
2025.01.20,20:00:00,1.03261,1.03264,1.03197,1.03201,830
2025.01.20,20:15:00,1.03205,1.03221,1.03149,1.03149,909
2025.01.20,20:30:00,1.0315,1.03256,1.0315,1.03224,1036
2025.01.20,20:45:00,1.03224,1.0323,1.03179,1.03202,991
2025.01.20,21:00:00,1.032,1.032,1.03149,1.0317,880
2025.01.20,21:15:00,1.03171,1.03182,1.0312,1.03137,795
2025.01.20,21:30:00,1.03138,1.03981,1.03077,1.03803,8274
2025.01.20,21:45:00,1.03804,1.03999,1.03799,1.0398,5231
2025.01.20,22:00:00,1.0398,1.04045,1.03793,1.03899,4145
2025.01.20,22:15:00,1.03899,1.04031,1.03891,1.03998,2941
2025.01.20,22:30:00,1.03999,1.043,1.03871,1.04249,3877
2025.01.20,22:45:00,1.04248,1.04276,1.04073,1.04148,3793
2025.01.20,23:00:00,1.04147,1.04293,1.04084,1.04254,2474
2025.01.20,23:15:00,1.04254,1.04298,1.03987,1.04032,2820
2025.01.20,23:30:00,1.04034,1.04094,1.0388,1.03881,2951
2025.01.20,23:45:00,1.03883,1.04028,1.03848,1.04003,2535
2025.01.21,00:00:00,1.04005,1.04056,1.03906,1.03951,1821
2025.01.21,00:15:00,1.03953,1.04028,1.03906,1.04023,1529
2025.01.21,00:30:00,1.04023,1.04042,1.0396,1.03998,1044
2025.01.21,00:45:00,1.03998,1.04013,1.03967,1.03983,781
2025.01.21,01:00:00,1.03982,1.03984,1.03761,1.03766,1546
2025.01.21,01:15:00,1.03765,1.03846,1.03534,1.03701,2954
2025.01.21,01:30:00,1.03701,1.04021,1.03698,1.03897,2688
2025.01.21,01:45:00,1.03898,1.03922,1.03829,1.03854,909
2025.01.21,02:00:00,1.03853,1.03931,1.03846,1.0387,495
2025.01.21,02:15:00,1.0387,1.03895,1.03834,1.03857,400
2025.01.21,02:30:00,1.03861,1.03899,1.03832,1.03884,440
2025.01.21,02:45:00,1.03884,1.03966,1.03847,1.03965,479
2025.01.21,03:00:00,1.03964,1.03996,1.03929,1.03933,430
2025.01.21,03:15:00,1.03934,1.03948,1.03904,1.03945,144
2025.01.21,03:30:00,1.03947,1.04021,1.03941,1.04018,326
2025.01.21,03:45:00,1.04021,1.0423,1.04019,1.04207,1228
2025.01.21,04:00:00,1.04206,1.04342,1.0417,1.04292,1063
2025.01.21,04:15:00,1.04289,1.0429,1.04126,1.04143,909
2025.01.21,04:30:00,1.04142,1.04243,1.04118,1.04147,643
2025.01.21,04:45:00,1.04146,1.0417,1.04118,1.04159,390
2025.01.21,05:00:00,1.0416,1.04188,1.04119,1.04188,418
2025.01.21,05:15:00,1.04189,1.04191,1.04137,1.04145,241
2025.01.21,05:30:00,1.04144,1.04147,1.04097,1.04139,402
2025.01.21,05:45:00,1.04139,1.04168,1.04119,1.04155,899
2025.01.21,06:00:00,1.04156,1.04172,1.04106,1.04164,108
2025.01.21,06:15:00,1.04155,1.04165,1.04109,1.04145,128
2025.01.21,06:30:00,1.04145,1.0415,1.0413,1.04135,146
2025.01.21,06:45:00,1.04135,1.04135,1.04116,1.04125,236
2025.01.21,07:00:00,1.04136,1.04255,1.0412,1.04211,798
2025.01.21,07:15:00,1.04211,1.04242,1.04158,1.04183,1188
2025.01.21,07:30:00,1.04184,1.04207,1.04108,1.04205,988
2025.01.21,07:45:00,1.04205,1.04237,1.04186,1.04208,805
2025.01.21,08:00:00,1.04209,1.04343,1.04196,1.04273,1441
2025.01.21,08:15:00,1.04273,1.04327,1.0424,1.04286,1442
2025.01.21,08:30:00,1.04286,1.04305,1.04178,1.04222,1549
2025.01.21,08:45:00,1.04221,1.04235,1.03528,1.03621,5650
2025.01.21,09:00:00,1.0362,1.03805,1.03556,1.03702,4341
2025.01.21,09:15:00,1.03702,1.03976,1.0369,1.0384,3567
2025.01.21,09:30:00,1.03841,1.03845,1.03641,1.03642,2508
2025.01.21,09:45:00,1.03641,1.03745,1.03631,1.037,1801
2025.01.21,10:00:00,1.037,1.03848,1.0369,1.03778,1748
2025.01.21,10:15:00,1.03779,1.03821,1.03728,1.03815,1343
2025.01.21,10:30:00,1.03816,1.03877,1.03794,1.03859,1193
2025.01.21,10:45:00,1.03859,1.03902,1.03843,1.03876,971
2025.01.21,11:00:00,1.03877,1.03995,1.03871,1.0399,1275
2025.01.21,11:15:00,1.0399,1.04008,1.03965,1.03968,951
2025.01.21,11:30:00,1.03968,1.03981,1.03882,1.03899,848
2025.01.21,11:45:00,1.03898,1.03917,1.03852,1.03874,1124
2025.01.21,12:00:00,1.03874,1.03912,1.03849,1.0391,704
2025.01.21,12:15:00,1.03909,1.03989,1.03898,1.03973,595
2025.01.21,12:30:00,1.03973,1.03974,1.03892,1.03904,667
2025.01.21,12:45:00,1.03902,1.0393,1.03889,1.03897,412
2025.01.21,13:00:00,1.03897,1.0392,1.03868,1.0387,498
2025.01.21,13:15:00,1.03871,1.03878,1.03833,1.03841,501
2025.01.21,13:30:00,1.03839,1.03847,1.03814,1.0382,425
2025.01.21,13:45:00,1.03821,1.03824,1.03773,1.03787,812
2025.01.21,14:00:00,1.03789,1.038,1.03767,1.03798,672
2025.01.21,14:15:00,1.03797,1.03814,1.03777,1.03793,673
2025.01.21,14:30:00,1.03795,1.03795,1.03695,1.0372,740
2025.01.21,14:45:00,1.03721,1.03721,1.03665,1.0369,902
2025.01.21,15:00:00,1.03687,1.03766,1.03651,1.03754,1546
2025.01.21,15:15:00,1.03755,1.03784,1.03737,1.0377,988
2025.01.21,15:30:00,1.03771,1.03861,1.03756,1.0381,1198
2025.01.21,15:45:00,1.03812,1.03821,1.03733,1.03734,917
2025.01.21,16:00:00,1.03734,1.03734,1.0365,1.03687,1416
2025.01.21,16:15:00,1.03685,1.03715,1.03621,1.03631,1309
2025.01.21,16:30:00,1.03631,1.03681,1.03501,1.03534,1426
2025.01.21,16:45:00,1.03535,1.0365,1.03528,1.03607,1506
2025.01.21,17:00:00,1.03606,1.03636,1.03548,1.03562,1258
2025.01.21,17:15:00,1.03561,1.03637,1.03529,1.03573,1704
2025.01.21,17:30:00,1.03571,1.03575,1.0342,1.0346,1812
2025.01.21,17:45:00,1.0346,1.03548,1.03454,1.03533,1761
2025.01.21,18:00:00,1.03532,1.03549,1.0343,1.03454,2153
2025.01.21,18:15:00,1.03452,1.03558,1.03433,1.03544,1446
2025.01.21,18:30:00,1.03544,1.03595,1.03511,1.03512,1324
2025.01.21,18:45:00,1.03511,1.03544,1.03495,1.03528,1125
2025.01.21,19:00:00,1.03528,1.03544,1.03475,1.03539,1046
2025.01.21,19:15:00,1.03538,1.03539,1.03474,1.03495,975
2025.01.21,19:30:00,1.03494,1.03496,1.03428,1.03484,1120
2025.01.21,19:45:00,1.03483,1.03579,1.03464,1.03533,1416
2025.01.21,20:00:00,1.03532,1.03561,1.03458,1.03476,1559
2025.01.21,20:15:00,1.03476,1.0357,1.03474,1.03562,1601
2025.01.21,20:30:00,1.03561,1.03581,1.03528,1.03552,1031
2025.01.21,20:45:00,1.03552,1.0356,1.03456,1.0354,1868
2025.01.21,21:00:00,1.03541,1.03594,1.03527,1.03594,1406
2025.01.21,21:15:00,1.03596,1.0367,1.03591,1.03628,1322
2025.01.21,21:30:00,1.03628,1.03745,1.0362,1.0372,1782
2025.01.21,21:45:00,1.0372,1.03778,1.03694,1.03777,1591
2025.01.21,22:00:00,1.0378,1.03835,1.03728,1.03833,1543
2025.01.21,22:15:00,1.03832,1.03945,1.03818,1.03937,1427
2025.01.21,22:30:00,1.03937,1.03984,1.03867,1.03953,2271
2025.01.21,22:45:00,1.03953,1.03957,1.03791,1.03868,2457
2025.01.21,23:00:00,1.03867,1.03918,1.03786,1.03894,2493
2025.01.21,23:15:00,1.03891,1.03986,1.03852,1.03945,2240
2025.01.21,23:30:00,1.03947,1.04104,1.03942,1.04024,2084
2025.01.21,23:45:00,1.04023,1.04085,1.03967,1.04006,2428
2025.01.22,00:00:00,1.04005,1.04061,1.03991,1.04018,1505
2025.01.22,00:15:00,1.04015,1.04158,1.03984,1.04156,1796
2025.01.22,00:30:00,1.04155,1.04209,1.04112,1.04182,1654
2025.01.22,00:45:00,1.04184,1.04227,1.04128,1.04223,1370
2025.01.22,01:00:00,1.04223,1.04278,1.04216,1.04232,1261
2025.01.22,01:15:00,1.04231,1.04295,1.04212,1.04283,1069
2025.01.22,01:30:00,1.04283,1.04299,1.04257,1.04264,811
2025.01.22,01:45:00,1.04263,1.04287,1.04211,1.04211,1059
2025.01.22,02:00:00,1.04211,1.04249,1.04197,1.04225,889
2025.01.22,02:15:00,1.04227,1.0427,1.04208,1.04263,686
2025.01.22,02:30:00,1.04264,1.04353,1.04244,1.04324,861
2025.01.22,02:45:00,1.04324,1.04342,1.04276,1.04289,525
2025.01.22,03:00:00,1.04289,1.04305,1.04271,1.04278,716
2025.01.22,03:15:00,1.04279,1.04282,1.04211,1.04219,642
2025.01.22,03:30:00,1.04221,1.04222,1.04166,1.04171,559
2025.01.22,03:45:00,1.04172,1.04193,1.0416,1.04179,558
2025.01.22,04:00:00,1.04178,1.04215,1.04158,1.04177,566
2025.01.22,04:15:00,1.04178,1.0419,1.04157,1.04178,321
2025.01.22,04:30:00,1.04177,1.04202,1.04166,1.04191,560
2025.01.22,04:45:00,1.04191,1.04201,1.04161,1.04199,598
2025.01.22,05:00:00,1.04199,1.04247,1.04188,1.04238,570
2025.01.22,05:15:00,1.04237,1.04262,1.04227,1.04252,231
2025.01.22,05:30:00,1.04251,1.04268,1.0425,1.04263,198
2025.01.22,05:45:00,1.04263,1.04296,1.0422,1.04253,468
2025.01.22,06:00:00,1.04228,1.0425,1.04214,1.04236,238
2025.01.22,06:15:00,1.0424,1.04251,1.04236,1.04236,195
2025.01.22,06:30:00,1.04236,1.04334,1.04236,1.04276,509
2025.01.22,06:45:00,1.04276,1.04297,1.04253,1.04261,448
2025.01.22,07:00:00,1.0426,1.04273,1.03955,1.03955,2280
2025.01.22,07:15:00,1.03955,1.04106,1.03921,1.0407,1645
2025.01.22,07:30:00,1.0407,1.04091,1.0403,1.04045,641
2025.01.22,07:45:00,1.04044,1.04122,1.04026,1.04057,674
2025.01.22,08:00:00,1.04057,1.0419,1.04057,1.04173,978
2025.01.22,08:15:00,1.04173,1.04236,1.04156,1.04187,740
2025.01.22,08:30:00,1.04187,1.04241,1.04187,1.0422,513
2025.01.22,08:45:00,1.0422,1.04245,1.04193,1.0423,612
2025.01.22,09:00:00,1.0423,1.04231,1.04143,1.0417,833
2025.01.22,09:15:00,1.04171,1.04196,1.04151,1.04165,705
2025.01.22,09:30:00,1.04163,1.04165,1.04121,1.0413,677
2025.01.22,09:45:00,1.0413,1.04142,1.04075,1.04095,599
2025.01.22,10:00:00,1.04095,1.04125,1.04061,1.04123,681
2025.01.22,10:15:00,1.04124,1.04142,1.04087,1.04095,565
2025.01.22,10:30:00,1.04094,1.04133,1.04085,1.04126,437
2025.01.22,10:45:00,1.04127,1.04162,1.04092,1.04136,470
2025.01.22,11:00:00,1.04136,1.04145,1.04109,1.04122,400
2025.01.22,11:15:00,1.04123,1.04143,1.0412,1.04131,219
2025.01.22,11:30:00,1.04131,1.04156,1.04119,1.04137,239
2025.01.22,11:45:00,1.04136,1.04141,1.041,1.04119,445
2025.01.22,12:00:00,1.04119,1.04172,1.04113,1.04169,272
2025.01.22,12:15:00,1.04169,1.04192,1.04157,1.04192,412
2025.01.22,12:30:00,1.04193,1.04213,1.04175,1.04175,411
2025.01.22,12:45:00,1.04176,1.04207,1.04158,1.04171,451
2025.01.22,13:00:00,1.0417,1.04179,1.04145,1.0415,381
2025.01.22,13:15:00,1.0415,1.04151,1.04082,1.04116,418
2025.01.22,13:30:00,1.04116,1.04139,1.04099,1.04112,419
2025.01.22,13:45:00,1.04112,1.04165,1.04111,1.04156,490
2025.01.22,14:00:00,1.04156,1.04185,1.04105,1.04105,710
2025.01.22,14:15:00,1.04106,1.04118,1.0405,1.04112,758
2025.01.22,14:30:00,1.04111,1.04118,1.04026,1.04029,689
2025.01.22,14:45:00,1.0403,1.04047,1.03998,1.04036,746
2025.01.22,15:00:00,1.04037,1.04136,1.04033,1.04126,1021
2025.01.22,15:15:00,1.04126,1.04168,1.04116,1.04165,818
2025.01.22,15:30:00,1.04164,1.04196,1.04135,1.0417,902
2025.01.22,15:45:00,1.04171,1.04175,1.04081,1.04117,1394
2025.01.22,16:00:00,1.04117,1.04163,1.04095,1.04141,1943
2025.01.22,16:15:00,1.04141,1.042,1.04105,1.04129,1761
2025.01.22,16:30:00,1.0413,1.0423,1.04115,1.04192,1772
2025.01.22,16:45:00,1.04193,1.04239,1.04173,1.0423,1504
2025.01.22,17:00:00,1.04232,1.04278,1.04199,1.04255,1572
2025.01.22,17:15:00,1.04255,1.04346,1.04244,1.04321,1881
2025.01.22,17:30:00,1.04322,1.04373,1.04279,1.0436,1464
2025.01.22,17:45:00,1.0436,1.04473,1.04311,1.04463,1939
2025.01.22,18:00:00,1.04464,1.04526,1.04426,1.04458,1840
2025.01.22,18:15:00,1.04458,1.04555,1.0445,1.04549,1404
2025.01.22,18:30:00,1.0455,1.04573,1.04512,1.04522,1295
2025.01.22,18:45:00,1.04522,1.04539,1.04476,1.04499,1279
2025.01.22,19:00:00,1.04498,1.04561,1.04478,1.04553,1053
2025.01.22,19:15:00,1.04553,1.04562,1.04453,1.04459,1003
2025.01.22,19:30:00,1.04458,1.04474,1.04404,1.04446,955
2025.01.22,19:45:00,1.04448,1.0446,1.0441,1.04427,773
2025.01.22,20:00:00,1.04426,1.04427,1.04375,1.04414,1157
2025.01.22,20:15:00,1.04415,1.04426,1.04315,1.04318,1001
2025.01.22,20:30:00,1.04318,1.04379,1.0431,1.04361,1115
2025.01.22,20:45:00,1.04361,1.04402,1.04331,1.0438,1222
2025.01.22,21:00:00,1.04382,1.04457,1.04364,1.04435,1038
2025.01.22,21:15:00,1.04436,1.04451,1.04353,1.04354,1517
2025.01.22,21:30:00,1.04357,1.04392,1.04221,1.04284,1975
2025.01.22,21:45:00,1.04285,1.04354,1.04264,1.04316,1764
2025.01.22,22:00:00,1.04314,1.04319,1.04174,1.04184,1613
2025.01.22,22:15:00,1.04185,1.04277,1.04166,1.04207,1659
2025.01.22,22:30:00,1.04209,1.04234,1.04141,1.04186,2303
2025.01.22,22:45:00,1.04186,1.0429,1.04184,1.04244,2076
2025.01.22,23:00:00,1.04244,1.04249,1.04155,1.042,1944
2025.01.22,23:15:00,1.042,1.04235,1.04152,1.04162,1550
2025.01.22,23:30:00,1.04162,1.0423,1.04147,1.04172,1893
2025.01.22,23:45:00,1.04172,1.04212,1.04152,1.04199,2131
2025.01.23,00:00:00,1.04198,1.04226,1.04161,1.04177,1662
2025.01.23,00:15:00,1.04177,1.04182,1.04121,1.04135,1314
2025.01.23,00:30:00,1.04137,1.04216,1.04131,1.04193,1189
2025.01.23,00:45:00,1.04192,1.04221,1.04176,1.04194,880
2025.01.23,01:00:00,1.04195,1.04203,1.04135,1.04148,975
2025.01.23,01:15:00,1.04148,1.04159,1.04119,1.04132,896
2025.01.23,01:30:00,1.0413,1.04193,1.0412,1.04164,855
2025.01.23,01:45:00,1.04165,1.04177,1.04129,1.04169,806
2025.01.23,02:00:00,1.0417,1.04185,1.04117,1.04141,863
2025.01.23,02:15:00,1.04143,1.04204,1.04134,1.04192,776
2025.01.23,02:30:00,1.04191,1.04209,1.04181,1.04197,719
2025.01.23,02:45:00,1.04198,1.0421,1.04146,1.0416,792
2025.01.23,03:00:00,1.04161,1.04207,1.04155,1.04199,712
2025.01.23,03:15:00,1.04199,1.04225,1.0419,1.04214,532
2025.01.23,03:30:00,1.04214,1.04227,1.0419,1.04197,492
2025.01.23,03:45:00,1.04196,1.04205,1.0417,1.04201,616
2025.01.23,04:00:00,1.042,1.04228,1.04176,1.04223,469
2025.01.23,04:15:00,1.04222,1.04228,1.04195,1.04201,519
2025.01.23,04:30:00,1.04202,1.04207,1.04146,1.04147,510
2025.01.23,04:45:00,1.04146,1.04159,1.0411,1.04121,908
2025.01.23,05:00:00,1.04123,1.04131,1.04105,1.04108,354
2025.01.23,05:15:00,1.04109,1.04113,1.04097,1.04103,188
2025.01.23,05:30:00,1.04104,1.04105,1.04079,1.04088,199
2025.01.23,05:45:00,1.04087,1.04101,1.04077,1.04077,557
2025.01.23,06:00:00,1.04072,1.04103,1.04061,1.04083,115
2025.01.23,06:15:00,1.04083,1.04083,1.04068,1.04081,41
2025.01.23,06:30:00,1.04082,1.04109,1.04082,1.04092,180
2025.01.23,06:45:00,1.04091,1.04104,1.04071,1.04071,94
2025.01.23,07:00:00,1.04071,1.04089,1.04056,1.04057,387
2025.01.23,07:15:00,1.04055,1.0409,1.04052,1.04063,261
2025.01.23,07:30:00,1.04063,1.04075,1.04062,1.04074,198
2025.01.23,07:45:00,1.04073,1.04084,1.04062,1.04077,171
2025.01.23,08:00:00,1.04076,1.04113,1.04076,1.04102,402
2025.01.23,08:15:00,1.04101,1.04116,1.04081,1.04087,326
2025.01.23,08:30:00,1.04088,1.04095,1.04067,1.04095,469
2025.01.23,08:45:00,1.04093,1.04106,1.04072,1.04103,436
2025.01.23,09:00:00,1.04102,1.04158,1.04097,1.04146,782
2025.01.23,09:15:00,1.04146,1.04146,1.04082,1.04082,906
2025.01.23,09:30:00,1.04082,1.04125,1.04081,1.04095,1228
2025.01.23,09:45:00,1.04094,1.04096,1.04019,1.04035,1034
2025.01.23,10:00:00,1.04035,1.04041,1.03967,1.04019,1194
2025.01.23,10:15:00,1.04019,1.04061,1.04012,1.04053,878
2025.01.23,10:30:00,1.04054,1.04055,1.04011,1.04037,546
2025.01.23,10:45:00,1.04038,1.04046,1.04011,1.04035,533
2025.01.23,11:00:00,1.04035,1.04063,1.04029,1.04048,628
2025.01.23,11:15:00,1.04046,1.04076,1.04046,1.04067,549
2025.01.23,11:30:00,1.04066,1.0409,1.04057,1.04076,408
2025.01.23,11:45:00,1.04075,1.04088,1.04056,1.04088,461
2025.01.23,12:00:00,1.04086,1.04107,1.04086,1.04094,284
2025.01.23,12:15:00,1.04093,1.04117,1.04088,1.04116,491
2025.01.23,12:30:00,1.04119,1.04127,1.04112,1.04117,316
2025.01.23,12:45:00,1.04116,1.04123,1.04099,1.04107,306
2025.01.23,13:00:00,1.04107,1.04115,1.04052,1.04101,619
2025.01.23,13:15:00,1.041,1.04105,1.04068,1.04069,334
2025.01.23,13:30:00,1.04068,1.04077,1.04052,1.04058,487
2025.01.23,13:45:00,1.04056,1.04065,1.04041,1.04051,611
2025.01.23,14:00:00,1.0405,1.041,1.04047,1.04087,734
